phi.hat,X,mBIC,t.BIC,dBIC,X.1,mMBIC,t.MBIC,dMBIC,X.2,mMDL,t.MDL,dMDL,X.3,mBS,t.BS,dBS,X.4,mWBS,t.WBS,dWBS
-0.027386488,BIC,3,"133, 237, 379",0.048,MBIC,3,"133, 236, 379",0.05,MDL,3,"133, 236, 379",0.05,BS,3,"131, 377, 249",0.016,WBS,3,"234, 131, 377",0.046
-0.143872991,BIC,3,"120, 249, 371",0.026,MBIC,3,"120, 249, 370",0.028,MDL,3,"120, 251, 370",0.024,BS,3,"368, 118, 249",0.036,WBS,5,"368, 247, 118, 70, 351",2.04
-0.042276908,BIC,3,"126, 257, 376",0.012,MBIC,3,"118, 257, 376",0.028,MDL,3,"126, 261, 376",0.02,BS,3,"374, 255, 116",0.032,WBS,3,"255, 124, 374",0.016
-0.035225089,BIC,3,"132, 226, 373",0.068,MBIC,3,"127, 228, 374",0.052,MDL,4,"132, 133, 226, 374",1.066,BS,3,"125, 378, 250",0.008,WBS,4,"125, 224, 372, 250",1.012
-0.014598702,BIC,3,"125, 265, 375",0.032,MBIC,3,"125, 260, 378",0.024,MDL,3,"125, 254, 373",0.014,BS,3,"373, 123, 246",0.022,WBS,3,"252, 373, 123",0.014
-0.036641541,BIC,3,"126, 252, 376",0.002,MBIC,3,"126, 252, 376",0.002,MDL,3,"126, 252, 376",0.002,BS,1,385,2.018,WBS,3,"250, 374, 124",0.01
0.122125417,BIC,3,"127, 251, 376",0.002,MBIC,3,"127, 251, 376",0.002,MDL,3,"126, 251, 376",0,BS,3,"124, 374, 249",0.012,WBS,3,"249, 374, 124",0.012
-0.000612852,BIC,3,"127, 249, 375",0.008,MBIC,3,"127, 250, 375",0.006,MDL,3,"127, 250, 375",0.006,BS,3,"373, 125, 246",0.018,WBS,3,"125, 248, 373",0.014
0.042278476,BIC,3,"104, 251, 378",0.048,MBIC,5,"8, 9, 104, 251, 378",2.048,MDL,5,"8, 9, 104, 251, 378",2.048,BS,1,102,2.048,WBS,3,"249, 102, 376",0.052
0.043969136,BIC,3,"119, 251, 375",0.016,MBIC,3,"119, 251, 375",0.016,MDL,3,"119, 254, 372",0.028,BS,3,"373, 117, 262",0.046,WBS,3,"372, 249, 124",0.016
0.044256143,BIC,3,"126, 248, 376",0.006,MBIC,3,"126, 245, 378",0.016,MDL,3,"126, 244, 378",0.018,BS,1,114,2.024,WBS,3,"246, 124, 374",0.018
-0.089783054,BIC,3,"98, 254, 382",0.074,MBIC,3,"98, 252, 382",0.07,MDL,3,"98, 254, 382",0.074,BS,3,"96, 404, 255",0.124,WBS,3,"252, 380, 96",0.07
-0.014492181,BIC,3,"126, 253, 376",0.004,MBIC,3,"126, 253, 377",0.006,MDL,3,"126, 253, 377",0.006,BS,3,"124, 251, 376",0.004,WBS,3,"124, 375, 251",0.006
0.135446688,BIC,4,"127, 254, 350, 372",1.016,MBIC,3,"127, 254, 372",0.016,MDL,3,"127, 254, 376",0.008,BS,1,125,2.002,WBS,3,"125, 252, 370",0.016
0.142761205,BIC,4,"114, 228, 250, 376",1.026,MBIC,4,"114, 228, 251, 376",1.024,MDL,6,"3, 4, 114, 228, 250, 376",3.026,BS,3,"112, 374, 248",0.038,WBS,3,"248, 374, 112",0.038
0.049391258,BIC,3,"129, 257, 376",0.018,MBIC,3,"130, 257, 376",0.02,MDL,3,"129, 251, 376",0.006,BS,1,127,2.002,WBS,3,"127, 255, 374",0.014
-0.006330502,BIC,3,"120, 240, 376",0.034,MBIC,3,"125, 239, 376",0.026,MDL,3,"120, 240, 376",0.034,BS,3,"374, 237, 118",0.048,WBS,3,"374, 118, 237",0.048
0.102125731,BIC,3,"130, 254, 418",0.098,MBIC,3,"126, 257, 418",0.096,MDL,5,"2, 3, 126, 257, 418",2.096,BS,3,"122, 416, 249",0.092,WBS,3,"124, 255, 416",0.092
-0.007419807,BIC,3,"126, 253, 376",0.004,MBIC,3,"126, 253, 372",0.012,MDL,3,"126, 253, 376",0.004,BS,1,108,2.036,WBS,3,"124, 374, 251",0.008
0.046865042,BIC,3,"128, 254, 376",0.01,MBIC,3,"128, 254, 376",0.01,MDL,3,"128, 254, 377",0.012,BS,3,"252, 126, 374",0.006,WBS,3,"252, 374, 126",0.006
-0.091828557,BIC,3,"118, 259, 376",0.032,MBIC,3,"120, 259, 376",0.028,MDL,3,"120, 259, 376",0.028,BS,3,"305, 118, 377",0.126,WBS,4,"257, 374, 118, 305",1.032
0.06919292,BIC,3,"128, 249, 367",0.026,MBIC,3,"128, 249, 367",0.026,MDL,5,"10, 11, 126, 249, 367",2.022,BS,3,"247, 126, 365",0.03,WBS,3,"365, 126, 247",0.03
-0.14456109,BIC,4,"126, 251, 373, 480",1.006,MBIC,4,"126, 251, 373, 480",1.006,MDL,4,"126, 250, 373, 480",1.008,BS,4,"124, 378, 249, 478",1.012,WBS,5,"371, 249, 124, 478, 471",2.018
-0.048100367,BIC,3,"126, 233, 374",0.04,MBIC,3,"126, 233, 374",0.04,MDL,3,"126, 233, 375",0.038,BS,3,"103, 231, 372",0.094,WBS,3,"124, 372, 231",0.052
-0.028889835,BIC,3,"122, 252, 381",0.02,MBIC,3,"120, 250, 381",0.024,MDL,3,"122, 251, 380",0.016,BS,3,"120, 249, 379",0.022,WBS,3,"120, 379, 249",0.022
0.148606615,BIC,5,"126, 255, 260, 371, 374",2.012,MBIC,4,"126, 246, 371, 374",1.014,MDL,5,"126, 255, 260, 371, 374",2.012,BS,1,372,2.008,WBS,3,"372, 124, 244",0.026
-0.026987329,BIC,3,"126, 253, 377",0.006,MBIC,3,"126, 252, 377",0.004,MDL,3,"126, 252, 377",0.004,BS,4,"120, 251, 433, 366",1.032,WBS,3,"124, 251, 375",0.006
0.031847939,BIC,3,"126, 245, 390",0.04,MBIC,3,"126, 245, 390",0.04,MDL,5,"6, 11, 126, 253, 390",2.032,BS,3,"124, 388, 243",0.044,WBS,3,"124, 243, 388",0.044
0.114931266,BIC,3,"124, 250, 377",0.008,MBIC,3,"124, 247, 379",0.018,MDL,3,"124, 247, 376",0.012,BS,3,"122, 374, 240",0.034,WBS,3,"122, 248, 374",0.018
0.114393225,BIC,3,"105, 251, 370",0.054,MBIC,3,"105, 251, 370",0.054,MDL,3,"105, 251, 370",0.054,BS,1,373,2.006,WBS,3,"368, 103, 249",0.066
0.057041834,BIC,3,"127, 250, 374",0.008,MBIC,3,"127, 250, 374",0.008,MDL,3,"126, 269, 358",0.072,BS,3,"125, 380, 267",0.042,WBS,3,"248, 372, 125",0.016
-0.056137087,BIC,3,"127, 250, 376",0.004,MBIC,3,"128, 250, 376",0.006,MDL,3,"126, 251, 376",0,BS,3,"124, 374, 225",0.06,WBS,3,"124, 248, 374",0.014
-0.018811425,BIC,3,"125, 246, 377",0.014,MBIC,3,"124, 243, 377",0.022,MDL,3,"125, 245, 377",0.016,BS,3,"123, 381, 244",0.03,WBS,3,"244, 375, 123",0.022
0.063865052,BIC,3,"125, 257, 375",0.016,MBIC,3,"125, 257, 376",0.014,MDL,3,"125, 257, 373",0.02,BS,1,123,2.006,WBS,3,"123, 373, 255",0.02
0.05893654,BIC,3,"114, 244, 377",0.04,MBIC,3,"114, 244, 377",0.04,MDL,3,"113, 244, 377",0.042,BS,1,375,2.002,WBS,3,"375, 249, 111",0.036
0.028509798,BIC,3,"140, 253, 376",0.032,MBIC,3,"139, 252, 376",0.028,MDL,3,"139, 253, 376",0.03,BS,1,104,2.044,WBS,3,"137, 251, 374",0.026
0.128264952,BIC,3,"126, 248, 384",0.022,MBIC,3,"123, 249, 384",0.026,MDL,3,"123, 248, 384",0.028,BS,1,103,2.046,WBS,3,"382, 121, 246",0.032
0.064128574,BIC,3,"127, 259, 379",0.024,MBIC,3,"127, 259, 378",0.022,MDL,3,"127, 259, 382",0.03,BS,3,"125, 378, 257",0.018,WBS,3,"376, 257, 125",0.014
-0.043407287,BIC,3,"127, 254, 376",0.008,MBIC,3,"126, 253, 376",0.004,MDL,3,"131, 251, 377",0.012,BS,3,"376, 129, 252",0.008,WBS,3,"376, 252, 129",0.008
0.02381292,BIC,3,"124, 248, 376",0.01,MBIC,3,"124, 248, 376",0.01,MDL,3,"124, 248, 376",0.01,BS,1,374,2.004,WBS,3,"374, 246, 122",0.022
0.028483727,BIC,3,"125, 257, 381",0.024,MBIC,3,"124, 257, 380",0.024,MDL,3,"124, 259, 382",0.032,BS,1,122,2.008,WBS,3,"122, 380, 255",0.024
-0.038788763,BIC,3,"124, 251, 377",0.006,MBIC,3,"126, 251, 377",0.002,MDL,3,"125, 250, 377",0.006,BS,3,"375, 122, 249",0.014,WBS,3,"249, 122, 375",0.014
0.026347608,BIC,3,"124, 248, 376",0.01,MBIC,3,"124, 248, 375",0.012,MDL,3,"124, 249, 374",0.012,BS,3,"374, 113, 246",0.04,WBS,3,"122, 246, 374",0.022
-0.04296118,BIC,3,"127, 232, 376",0.04,MBIC,3,"128, 232, 377",0.044,MDL,3,"128, 232, 376",0.042,BS,3,"125, 374, 230",0.048,WBS,3,"125, 230, 374",0.048
-0.059729818,BIC,3,"124, 251, 376",0.004,MBIC,3,"123, 251, 377",0.008,MDL,3,"124, 251, 376",0.004,BS,3,"375, 249, 119",0.02,WBS,3,"375, 119, 249",0.02
-0.083150126,BIC,3,"127, 251, 376",0.002,MBIC,3,"128, 255, 376",0.012,MDL,3,"127, 252, 377",0.006,BS,3,"374, 250, 126",0.006,WBS,3,"374, 126, 250",0.006
0.023156529,BIC,3,"122, 250, 362",0.038,MBIC,3,"122, 253, 362",0.04,MDL,3,"122, 250, 362",0.038,BS,3,"120, 360, 252",0.046,WBS,3,"360, 248, 120",0.05
0.090121548,BIC,3,"127, 250, 375",0.006,MBIC,3,"127, 251, 376",0.002,MDL,7,"2, 4, 25, 29, 127, 251, 376",4.002,BS,1,375,2.002,WBS,2,"374, 249",1.25
-0.053029592,BIC,3,"119, 250, 376",0.016,MBIC,3,"119, 250, 376",0.016,MDL,3,"119, 240, 376",0.036,BS,3,"374, 117, 238",0.048,WBS,3,"117, 238, 374",0.048
-0.064696036,BIC,3,"125, 252, 368",0.02,MBIC,3,"125, 250, 374",0.008,MDL,3,"125, 250, 374",0.008,BS,3,"123, 372, 250",0.016,WBS,3,"372, 248, 123",0.02
0.136307536,BIC,3,"97, 250, 365",0.082,MBIC,3,"97, 250, 365",0.082,MDL,3,"105, 250, 365",0.066,BS,0,NA,3,WBS,3,"248, 363, 95",0.094
-0.010685983,BIC,3,"133, 271, 363",0.08,MBIC,3,"133, 271, 363",0.08,MDL,3,"132, 275, 363",0.086,BS,1,130,2.008,WBS,3,"130, 361, 271",0.078
-0.038001504,BIC,3,"125, 251, 376",0.002,MBIC,3,"125, 250, 369",0.018,MDL,3,"125, 251, 375",0.004,BS,3,"373, 123, 258",0.026,WBS,3,"373, 249, 123",0.016
-0.006338696,BIC,3,"127, 253, 377",0.008,MBIC,3,"126, 252, 377",0.004,MDL,3,"126, 253, 376",0.004,BS,3,"374, 124, 251",0.008,WBS,3,"124, 251, 374",0.008
-0.062038032,BIC,3,"127, 254, 372",0.016,MBIC,3,"129, 253, 372",0.018,MDL,3,"129, 253, 372",0.018,BS,3,"127, 370, 251",0.014,WBS,3,"370, 251, 127",0.014
0.005822894,BIC,3,"126, 250, 376",0.002,MBIC,3,"126, 250, 376",0.002,MDL,3,"126, 250, 376",0.002,BS,3,"374, 248, 124",0.014,WBS,3,"124, 374, 248",0.014
-0.068232738,BIC,3,"121, 251, 367",0.028,MBIC,3,"121, 251, 367",0.028,MDL,5,"33, 35, 121, 251, 367",2.028,BS,3,"119, 374, 249",0.022,WBS,3,"361, 249, 119",0.048
0.054140637,BIC,3,"126, 251, 375",0.002,MBIC,3,"126, 251, 375",0.002,MDL,3,"126, 251, 375",0.002,BS,3,"249, 105, 373",0.052,WBS,3,"123, 249, 373",0.016
0.088862906,BIC,3,"130, 251, 374",0.012,MBIC,3,"130, 251, 377",0.01,MDL,3,"134, 249, 376",0.02,BS,1,128,2.004,WBS,3,"128, 375, 249",0.01
0.138361205,BIC,3,"127, 252, 375",0.006,MBIC,3,"127, 252, 375",0.006,MDL,3,"127, 252, 375",0.006,BS,3,"373, 249, 110",0.042,WBS,3,"250, 125, 373",0.01
-0.06896516,BIC,3,"131, 251, 374",0.014,MBIC,3,"129, 253, 372",0.018,MDL,3,"131, 251, 374",0.014,BS,3,"372, 129, 249",0.018,WBS,3,"129, 249, 372",0.018
-0.020310126,BIC,3,"125, 249, 363",0.032,MBIC,3,"125, 249, 363",0.032,MDL,3,"125, 249, 363",0.032,BS,3,"361, 123, 247",0.044,WBS,3,"123, 249, 361",0.04
0.031033733,BIC,3,"126, 239, 369",0.038,MBIC,3,"126, 241, 369",0.034,MDL,3,"126, 239, 369",0.038,BS,3,"124, 253, 375",0.01,WBS,3,"237, 367, 124",0.05
0.05915089,BIC,3,"134, 253, 378",0.024,MBIC,3,"132, 253, 378",0.02,MDL,6,"19, 21, 22, 132, 257, 379",3.03,BS,3,"376, 126, 250",0.002,WBS,3,"251, 130, 376",0.008
0.055072191,BIC,3,"129, 251, 381",0.016,MBIC,3,"129, 251, 380",0.014,MDL,3,"126, 251, 380",0.008,BS,3,"378, 124, 249",0.012,WBS,3,"127, 249, 378",0.01
-0.019570939,BIC,3,"126, 255, 370",0.02,MBIC,3,"125, 255, 372",0.018,MDL,3,"126, 244, 372",0.022,BS,3,"123, 370, 219",0.082,WBS,3,"124, 242, 370",0.034
0.001928291,BIC,4,"126, 261, 331, 403",1.074,MBIC,3,"126, 257, 382",0.024,MDL,3,"126, 252, 382",0.014,BS,1,401,2.05,WBS,3,"259, 380, 124",0.028
0.06519774,BIC,3,"126, 251, 376",0,MBIC,3,"126, 251, 376",0,MDL,3,"126, 251, 376",0,BS,1,374,2.004,WBS,3,"249, 374, 124",0.012
-0.057053242,BIC,3,"130, 261, 401",0.078,MBIC,3,"114, 262, 400",0.094,MDL,3,"114, 261, 400",0.092,BS,1,401,2.05,WBS,3,"398, 259, 112",0.088
-0.067896759,BIC,3,"128, 250, 376",0.006,MBIC,3,"126, 251, 379",0.006,MDL,3,"126, 251, 377",0.002,BS,3,"249, 377, 124",0.01,WBS,3,"374, 124, 249",0.012
-0.00432832,BIC,3,"126, 247, 378",0.012,MBIC,3,"126, 249, 380",0.012,MDL,3,"126, 249, 380",0.012,BS,1,124,2.004,WBS,3,"124, 378, 247",0.016
0.025238795,BIC,3,"125, 252, 379",0.01,MBIC,3,"125, 251, 379",0.008,MDL,3,"125, 252, 379",0.01,BS,3,"377, 111, 250",0.034,WBS,3,"123, 250, 377",0.01
4.62E-05,BIC,3,"129, 252, 371",0.018,MBIC,3,"127, 251, 371",0.012,MDL,3,"126, 252, 378",0.006,BS,3,"376, 250, 124",0.006,WBS,3,"250, 124, 376",0.006
0.037360828,BIC,3,"126, 251, 375",0.002,MBIC,3,"126, 253, 368",0.02,MDL,3,"126, 253, 375",0.006,BS,3,"124, 251, 373",0.01,WBS,3,"251, 373, 124",0.01
0.003924799,BIC,3,"118, 250, 367",0.036,MBIC,3,"118, 252, 367",0.036,MDL,5,"19, 20, 118, 252, 372",2.026,BS,3,"116, 370, 250",0.034,WBS,3,"365, 250, 116",0.044
0.077389779,BIC,3,"123, 275, 376",0.054,MBIC,3,"123, 275, 376",0.054,MDL,3,"125, 275, 369",0.064,BS,1,121,2.01,WBS,3,"121, 374, 273",0.058
0.00071379,BIC,3,"124, 248, 371",0.02,MBIC,3,"124, 248, 371",0.02,MDL,3,"127, 249, 371",0.016,BS,3,"122, 369, 246",0.032,WBS,3,"122, 246, 369",0.032
-0.039375536,BIC,3,"120, 250, 376",0.014,MBIC,3,"120, 250, 376",0.014,MDL,3,"120, 249, 376",0.016,BS,3,"374, 115, 248",0.032,WBS,3,"248, 118, 374",0.026
-0.074780143,BIC,3,"128, 253, 375",0.01,MBIC,3,"128, 252, 375",0.008,MDL,3,"128, 250, 378",0.01,BS,3,"126, 375, 269",0.038,WBS,3,"373, 251, 126",0.006
0.026857228,BIC,3,"151, 257, 380",0.07,MBIC,3,"151, 255, 380",0.066,MDL,3,"151, 258, 381",0.074,BS,1,386,2.02,WBS,3,"378, 253, 149",0.054
0.090780076,BIC,3,"116, 251, 377",0.022,MBIC,3,"116, 252, 377",0.024,MDL,3,"116, 253, 377",0.026,BS,1,375,2.002,WBS,3,"375, 250, 114",0.028
-0.021711049,BIC,3,"127, 241, 390",0.05,MBIC,3,"125, 256, 390",0.04,MDL,3,"126, 241, 390",0.048,BS,3,"124, 388, 239",0.052,WBS,3,"124, 239, 404",0.084
0.008974202,BIC,6,"102, 106, 154, 189, 254, 370",3.058,MBIC,3,"126, 250, 370",0.014,MDL,3,"125, 250, 370",0.016,BS,3,"124, 377, 188",0.132,WBS,3,"124, 187, 368",0.148
0.009205126,BIC,3,"126, 251, 376",0,MBIC,3,"126, 251, 375",0.002,MDL,3,"124, 251, 375",0.006,BS,3,"373, 121, 247",0.024,WBS,3,"247, 124, 373",0.018
